key,tensor_type,numel,start_l2,current_l2,delta_l2,relative_delta,delta_mean,delta_std,delta_max_abs
model.layers.21.mlp.gate_proj.lora_A.weight,lora_A,32768,2.8251922130584717,2.8251614570617676,0.00033617010922171175,0.00011899017265723796,-5.888789456065524e-10,1.8570929114503087e-06,5.123671144247055e-06
model.layers.22.self_attn.q_proj.lora_B.weight,lora_B,32768,0.5478741526603699,0.5478690266609192,0.0003360845730639994,0.000613433890670035,3.919495394910655e-09,1.8566178141554701e-06,5.032401531934738e-06
model.layers.22.self_attn.k_proj.lora_A.weight,lora_A,32768,2.4390783309936523,2.4390745162963867,0.0003357692912686616,0.00013766236491956905,5.960647087022153e-09,1.8548690832176362e-06,5.193054676055908e-06
model.layers.11.self_attn.q_proj.lora_A.weight,lora_A,32768,2.3856678009033203,2.3856704235076904,0.0003352643398102373,0.00014053270102538636,5.0266404372223406e-09,1.8520820503908908e-06,5.035661160945892e-06
model.layers.10.self_attn.v_proj.lora_A.weight,lora_A,32768,2.411848545074463,2.411839008331299,0.00033524513128213584,0.00013899924685021445,3.5017306831974793e-09,1.8519796185501036e-06,4.814937710762024e-06
model.layers.0.mlp.up_proj.lora_A.weight,lora_A,32768,2.575958728790283,2.5759708881378174,0.0003348503087181598,0.00012999055651617973,-1.2876637534020574e-09,1.849801606113033e-06,5.189329385757446e-06
model.layers.24.self_attn.k_proj.lora_A.weight,lora_A,32768,2.456002950668335,2.4560112953186035,0.0003347932652104646,0.00013631631229081367,4.967468214545079e-09,1.8494798723622807e-06,4.999339580535889e-06
model.layers.22.self_attn.v_proj.lora_A.weight,lora_A,32768,2.4392552375793457,2.4392595291137695,0.00033463380532339215,0.0001371868758004489,2.390120101836146e-09,1.8486043700249866e-06,4.9620866775512695e-06
model.layers.26.self_attn.o_proj.lora_A.weight,lora_A,32768,2.4803972244262695,2.4803829193115234,0.0003343125863466412,0.00013478187407017827,-3.540348014752226e-10,1.846831423790718e-06,5.085021257400513e-06
model.layers.17.mlp.gate_proj.lora_A.weight,lora_A,32768,2.765416383743286,2.7653980255126953,0.000334195006871596,0.000120847988330505,-2.1757173840342148e-10,1.846181703513139e-06,5.019828677177429e-06
model.layers.3.self_attn.v_proj.lora_A.weight,lora_A,32768,2.4547181129455566,2.454737663269043,0.0003325424331706017,0.00013547072122736123,4.114260043763807e-09,1.8370475345363957e-06,5.004461854696274e-06
model.layers.9.self_attn.v_proj.lora_A.weight,lora_A,32768,2.432729959487915,2.432729721069336,0.0003321986587252468,0.00013655385688396502,-1.1025905521933055e-08,1.835120656323852e-06,5.146488547325134e-06
model.layers.4.self_attn.q_proj.lora_B.weight,lora_B,32768,0.49421241879463196,0.49421370029449463,0.000332113093463704,0.0006720047510617338,-5.905136379880105e-10,1.8346822798775975e-06,5.336944013834e-06
model.layers.26.self_attn.q_proj.lora_A.weight,lora_A,32768,2.4225165843963623,2.4225196838378906,0.0003320878022350371,0.00013708380961106444,1.3602287074476749e-09,1.8345409671383095e-06,5.025416612625122e-06
model.layers.16.self_attn.v_proj.lora_A.weight,lora_A,32768,2.402256488800049,2.4022581577301025,0.0003312775515951216,0.00013790265658127041,2.443075075575507e-09,1.8300634110346437e-06,5.020294338464737e-06
model.layers.27.self_attn.o_proj.lora_A.weight,lora_A,32768,2.4590728282928467,2.459057092666626,0.0003305699210613966,0.0001344286827368537,-8.750562052739497e-09,1.82613462129666e-06,5.3765252232551575e-06
model.layers.0.self_attn.o_proj.lora_B.weight,lora_B,32768,0.4261681139469147,0.42617255449295044,0.00033054736559279263,0.0007756266946662439,-5.12026510079977e-09,1.8260251408719341e-06,5.156965926289558e-06
model.layers.0.mlp.down_proj.lora_B.weight,lora_B,32768,0.48063015937805176,0.48063281178474426,0.00032998144160956144,0.0006865599987245208,-9.062559591654917e-09,1.822884314606199e-06,5.289504770189524e-06
model.layers.1.self_attn.k_proj.lora_A.weight,lora_A,32768,2.4043819904327393,2.4043922424316406,0.0003299652598798275,0.0001372349573373907,4.02358812934267e-10,1.8228155340693775e-06,5.02169132232666e-06
model.layers.21.mlp.up_proj.lora_A.weight,lora_A,32768,2.6671061515808105,2.6671252250671387,0.0003296779759693891,0.00012360886940101235,-3.009513527274521e-09,1.8212261920780293e-06,5.0175003707408905e-06
model.layers.27.mlp.up_proj.lora_A.weight,lora_A,32768,2.5236878395080566,2.523686647415161,0.00032948501757346094,0.0001305569620835862,-2.940055754407922e-09,1.8201601506007137e-06,5.153007805347443e-06
model.layers.1.mlp.up_proj.lora_A.weight,lora_A,32768,2.4639103412628174,2.4639244079589844,0.0003291292523499578,0.00013358004422404048,1.3000458487510969e-09,1.8181967789132614e-06,5.1353126764297485e-06
model.layers.25.self_attn.o_proj.lora_A.weight,lora_A,32768,2.499094247817993,2.4991025924682617,0.00032866044784896076,0.00013151182598892397,-1.6291767934717427e-09,1.8156071064368007e-06,5.299109034240246e-06
model.layers.24.mlp.gate_proj.lora_A.weight,lora_A,32768,2.8757550716400146,2.8757665157318115,0.00032848125556483865,0.00011422435060768546,2.929223752445864e-09,1.8146151887776796e-06,5.062669515609741e-06
model.layers.4.mlp.up_proj.lora_A.weight,lora_A,32768,2.461337089538574,2.4613404273986816,0.00032741131144575775,0.00013302172743317228,-2.325259629287757e-08,1.8085571582560078e-06,5.362555384635925e-06
model.layers.2.mlp.gate_proj.lora_A.weight,lora_A,32768,2.712395429611206,2.7124054431915283,0.0003264366532675922,0.00012034994960686227,-1.8021836467596586e-08,1.8032320667771273e-06,4.986068233847618e-06
model.layers.5.mlp.down_proj.lora_B.weight,lora_B,32768,0.4643592834472656,0.4643618166446686,0.0003263946855440736,0.0007028925600905751,-6.112828465631992e-09,1.8030822275250102e-06,5.491077899932861e-06
model.layers.3.mlp.down_proj.lora_B.weight,lora_B,32768,0.4658483564853668,0.46585696935653687,0.00032616956741549075,0.0007001625376040933,-9.423051672285965e-09,1.801823714231432e-06,5.198875442147255e-06
model.layers.0.self_attn.v_proj.lora_A.weight,lora_A,32768,2.4359943866729736,2.4359965324401855,0.00032548257149755955,0.00013361384298676333,1.073568789422552e-09,1.7980520397031796e-06,5.088746547698975e-06
model.layers.25.self_attn.v_proj.lora_A.weight,lora_A,32768,2.4810056686401367,2.481008291244507,0.00032542008557356894,0.00013116458768590192,2.7392292878403168e-08,1.7974981574298e-06,5.1390379667282104e-06
model.layers.27.mlp.gate_proj.lora_A.weight,lora_A,32768,2.646787166595459,2.6467936038970947,0.0003247563145123422,0.0001226983108468346,2.1429014118723444e-09,1.7940387806447688e-06,5.039386451244354e-06
model.layers.8.self_attn.v_proj.lora_A.weight,lora_A,32768,2.4246463775634766,2.4246699810028076,0.00032427787664346397,0.00013374233852993041,-3.1402351829967756e-09,1.7913938563651755e-06,4.868023097515106e-06
model.layers.2.self_attn.k_proj.lora_A.weight,lora_A,32768,2.416193962097168,2.4162027835845947,0.0003234902978874743,0.00013388424230921286,1.442136188245513e-09,1.7870462443170254e-06,5.0533562898635864e-06
model.layers.13.mlp.gate_proj.lora_A.weight,lora_A,32768,2.7449536323547363,2.7449707984924316,0.0003230410802643746,0.00011768544155234289,3.525736813614344e-09,1.7845612774181063e-06,5.109235644340515e-06
model.layers.11.self_attn.v_proj.lora_A.weight,lora_A,32768,2.4031076431274414,2.4031150341033936,0.000322772772051394,0.00013431473740865496,1.5638093486813887e-08,1.7830135448093642e-06,5.003064870834351e-06
model.layers.0.mlp.gate_proj.lora_A.weight,lora_A,32768,2.8992669582366943,2.8992562294006348,0.00032266293419525027,0.00011129121217298689,-7.742544383404493e-09,1.7824580709202564e-06,5.0086528062820435e-06
model.layers.3.self_attn.k_proj.lora_A.weight,lora_A,32768,2.426393747329712,2.4263932704925537,0.00032257242128252983,0.00013294314726846224,-3.5909579754189735e-09,1.7819716049416456e-06,4.945322871208191e-06
model.layers.4.mlp.down_proj.lora_B.weight,lora_B,32768,0.4580937325954437,0.4580760598182678,0.0003220606886316091,0.0007030453938037841,1.504067981272783e-08,1.7790864603739465e-06,5.269772373139858e-06
model.layers.23.self_attn.v_proj.lora_A.weight,lora_A,32768,2.4669175148010254,2.4669246673583984,0.0003218956117052585,0.00013048495126973133,6.461330137597088e-09,1.7782247141440166e-06,5.09386882185936e-06
model.layers.2.self_attn.o_proj.lora_A.weight,lora_A,32768,2.498757839202881,2.4987637996673584,0.0003194546443410218,0.00012784537954383358,-2.6612683612370347e-08,1.7645522802922642e-06,5.25452196598053e-06
model.layers.23.mlp.gate_proj.lora_A.weight,lora_A,32768,2.8992552757263184,2.8992438316345215,0.0003189026319887489,0.00010999467161747521,-8.777872650966856e-09,1.7616800960240653e-06,4.995614290237427e-06
model.layers.1.mlp.down_proj.lora_B.weight,lora_B,32768,0.45691511034965515,0.45691585540771484,0.00031815480906516314,0.0006963105440345245,-2.5011317461576255e-09,1.7575709989614552e-06,5.175825208425522e-06
model.layers.2.mlp.up_proj.lora_A.weight,lora_A,32768,2.472177743911743,2.472188949584961,0.0003174625162500888,0.00012841411465332818,7.916684197084578e-09,1.753729065967491e-06,5.187466740608215e-06
model.layers.7.self_attn.q_proj.lora_A.weight,lora_A,32768,2.40395188331604,2.40395450592041,0.00031699257669970393,0.00013186311211122937,-6.549090159069237e-10,1.7511506484879646e-06,5.09992241859436e-06
model.layers.22.self_attn.o_proj.lora_A.weight,lora_A,32768,2.520662307739258,2.520662784576416,0.00031431548995897174,0.0001246955964684045,-2.673227195160166e-09,1.7363601045872201e-06,4.947185516357422e-06
model.layers.4.self_attn.o_proj.lora_B.weight,lora_B,32768,0.4530346393585205,0.4530388116836548,0.0003140961052849889,0.0006933158703487592,-1.2248193570485455e-08,1.7351082988170674e-06,5.39877510163933e-06
model.layers.6.mlp.down_proj.lora_B.weight,lora_B,32768,0.4278787672519684,0.4278777539730072,0.00031356190447695553,0.0007328288489068817,8.476979118654526e-09,1.7321794985036831e-06,5.353707820177078e-06
model.layers.1.self_attn.o_proj.lora_B.weight,lora_B,32768,0.43329623341560364,0.4333035945892334,0.00031330317142419517,0.0007230692243836908,1.4445823204312092e-08,1.730711005620833e-06,5.226815119385719e-06
model.layers.4.self_attn.o_proj.lora_A.weight,lora_A,32768,2.464291572570801,2.46429181098938,0.00031178820063360035,0.00012652244730453562,5.70188074533462e-09,1.7223914028363652e-06,5.21540641784668e-06
model.layers.5.self_attn.k_proj.lora_A.weight,lora_A,32768,2.4654839038848877,2.4654622077941895,0.0003104223869740963,0.00012590728598347797,6.601494906277594e-10,1.7148554434243124e-06,5.262903869152069e-06
model.layers.1.self_attn.v_proj.lora_A.weight,lora_A,32768,2.423689365386963,2.4236953258514404,0.0003102024784311652,0.00012798772105914602,2.1238979464044405e-09,1.7136393353212043e-06,5.004694685339928e-06
model.layers.3.self_attn.o_proj.lora_B.weight,lora_B,32768,0.4621172249317169,0.46211495995521545,0.00030915773822925985,0.0006690028450572069,2.1768526536902755e-08,1.707731826172676e-06,5.295267328619957e-06
model.layers.5.self_attn.v_proj.lora_A.weight,lora_A,32768,2.4129855632781982,2.4129819869995117,0.0003076655266340822,0.00012750408925617379,6.107261363297312e-09,1.6996149270198657e-06,5.073612555861473e-06
model.layers.1.self_attn.o_proj.lora_A.weight,lora_A,32768,2.4750330448150635,2.47503924369812,0.00030719247297383845,0.00012411651376428073,2.847773572511869e-09,1.6970103615676635e-06,5.1031820476055145e-06
model.layers.2.self_attn.o_proj.lora_B.weight,lora_B,32768,0.4577200412750244,0.45772549510002136,0.00030695434543304145,0.0006706159174896292,-8.838149767598225e-09,1.695675564405974e-06,5.3336843848228455e-06
model.layers.3.self_attn.o_proj.lora_A.weight,lora_A,32768,2.4852890968322754,2.485292673110962,0.00030636086012236774,0.00012326970754140927,-7.611625107983855e-09,1.6924010424190783e-06,5.193054676055908e-06
model.layers.4.self_attn.k_proj.lora_A.weight,lora_A,32768,2.443708896636963,2.443711996078491,0.00030208323732949793,0.00012361670317819994,6.903981830674866e-09,1.6687732795617194e-06,5.1390379667282104e-06
model.layers.3.mlp.up_proj.lora_A.weight,lora_A,32768,2.4391143321990967,2.4391157627105713,0.00030002539278939366,0.00012300587505420128,9.440052295417445e-09,1.657392658671597e-06,5.166046321392059e-06
model.layers.4.self_attn.q_proj.lora_A.weight,lora_A,32768,2.4235048294067383,2.423499584197998,0.00029984983848407865,0.00012372570289347448,-2.2339921912362115e-08,1.6562987639190396e-06,5.091540515422821e-06
model.layers.3.mlp.gate_proj.lora_A.weight,lora_A,32768,2.759596347808838,2.7596421241760254,0.00029928682488389313,0.00010845311674714003,2.430742274128761e-10,1.653339040785795e-06,4.910863935947418e-06
model.layers.7.self_attn.k_proj.lora_A.weight,lora_A,32768,2.4331648349761963,2.433168649673462,0.0002959180565085262,0.00012161858179716014,9.406588841187613e-10,1.6347290738849551e-06,5.2871182560920715e-06
model.layers.4.self_attn.v_proj.lora_A.weight,lora_A,32768,2.4207968711853027,2.420794725418091,0.00028721991111524403,0.00011864684498481344,-3.858744435092376e-09,1.586674102327379e-06,5.2638351917266846e-06
model.layers.27.self_attn.k_proj.lora_B.weight,lora_B,16384,0.40460965037345886,0.40462633967399597,0.00028213998302817345,0.0006973140229546066,-4.83083528735051e-09,2.204212933065719e-06,5.383975803852081e-06
model.layers.9.self_attn.k_proj.lora_B.weight,lora_B,16384,0.31189194321632385,0.3118959367275238,0.000270388787612319,0.0008669309787998632,-1.885999800776972e-09,2.1124114937265404e-06,5.116919055581093e-06
model.layers.13.self_attn.k_proj.lora_B.weight,lora_B,16384,0.3342619836330414,0.334258496761322,0.0002700955665204674,0.000808035552188259,-8.814831531367417e-09,2.1101025140524143e-06,5.2694231271743774e-06
model.layers.12.self_attn.k_proj.lora_B.weight,lora_B,16384,0.3242500126361847,0.32425177097320557,0.0002693564456421882,0.0008307060451664863,-8.901408499184527e-09,2.1043279048171826e-06,5.3053954616189e-06
model.layers.11.self_attn.k_proj.lora_B.weight,lora_B,16384,0.3148438632488251,0.31485483050346375,0.000267326133325696,0.0008490752545315606,-3.974940376849645e-09,2.088480869133491e-06,5.131354555487633e-06
model.layers.10.self_attn.k_proj.lora_B.weight,lora_B,16384,0.30751270055770874,0.307516872882843,0.00026604929007589817,0.0008651652097405667,1.0079427958942233e-08,2.0784848402399803e-06,5.291309207677841e-06
model.layers.11.self_attn.v_proj.lora_B.weight,lora_B,16384,0.2854295074939728,0.28543615341186523,0.0002647061483003199,0.0009273958765665093,4.066055048213002e-09,2.0680126908700913e-06,5.311405402608216e-06
model.layers.17.self_attn.v_proj.lora_B.weight,lora_B,16384,0.3212355375289917,0.3212386667728424,0.00026398207410238683,0.0008217710784211174,8.042512433803495e-09,2.062344037767616e-06,5.259178578853607e-06
model.layers.18.self_attn.v_proj.lora_B.weight,lora_B,16384,0.3239179849624634,0.32391563057899475,0.00026129366597160697,0.0008066661256919293,1.8928510314708547e-08,2.0412689991644584e-06,5.317997420206666e-06
model.layers.14.self_attn.v_proj.lora_B.weight,lora_B,16384,0.29343709349632263,0.2934367060661316,0.00025921352789737284,0.000883370008913414,-2.2524497822473677e-09,2.0251040950824972e-06,5.199108272790909e-06
model.layers.8.self_attn.v_proj.lora_B.weight,lora_B,16384,0.2890838086605072,0.28909051418304443,0.00025912714772857726,0.0008963737849216236,-1.08656532660234e-08,2.024401737799053e-06,5.246882210485637e-06
model.layers.10.self_attn.v_proj.lora_B.weight,lora_B,16384,0.2900361120700836,0.2900347113609314,0.00025843182811513543,0.0008910332795134441,1.6254286805406082e-10,2.0189986571494956e-06,5.491659976541996e-06
model.layers.12.self_attn.v_proj.lora_B.weight,lora_B,16384,0.28924688696861267,0.28924763202667236,0.00025737416581250727,0.0008898079025494784,-1.348637290732313e-08,2.0106904230488e-06,5.3032999858260155e-06
model.layers.15.self_attn.k_proj.lora_B.weight,lora_B,16384,0.3257260322570801,0.32572323083877563,0.0002571634540800005,0.0007895084476301042,2.407083643518604e-09,2.0090876660106005e-06,5.3604599088430405e-06
model.layers.21.self_attn.k_proj.lora_B.weight,lora_B,16384,0.38394254446029663,0.38392937183380127,0.00025705224834382534,0.0006695070709216676,1.666950666390221e-08,2.0081513412151253e-06,5.244030035100877e-06
model.layers.20.self_attn.v_proj.lora_B.weight,lora_B,16384,0.31654590368270874,0.31655433773994446,0.0002566866169217974,0.0008108985582675188,-2.026103196328677e-08,2.0052616491739172e-06,5.240144673734903e-06
model.layers.23.self_attn.k_proj.lora_B.weight,lora_B,16384,0.3718699812889099,0.37187641859054565,0.0002564180758781731,0.0006895369047789826,5.510051526158577e-09,2.003258714466938e-06,5.379784852266312e-06
model.layers.26.self_attn.v_proj.lora_B.weight,lora_B,16384,0.36976146697998047,0.36975622177124023,0.00025591396843083203,0.0006921055634082273,1.7653594142075235e-08,1.9992496618215227e-06,5.3176190704107285e-06
model.layers.13.self_attn.v_proj.lora_B.weight,lora_B,16384,0.2815280556678772,0.2815261781215668,0.00025585212279111147,0.0009087979604169326,-1.0120171367589137e-08,1.9988192434539087e-06,5.074834916740656e-06
model.layers.21.self_attn.v_proj.lora_B.weight,lora_B,16384,0.3218458294868469,0.32184547185897827,0.0002555966784711927,0.0007941587401605226,-2.1269317418415312e-09,1.9968476863141404e-06,5.198176950216293e-06
model.layers.20.self_attn.k_proj.lora_B.weight,lora_B,16384,0.3769640624523163,0.37694448232650757,0.0002547248441260308,0.0006757271302440189,8.086772140813991e-09,1.9900214738299837e-06,5.137873813509941e-06
model.layers.25.self_attn.k_proj.lora_B.weight,lora_B,16384,0.35848721861839294,0.3584945499897003,0.00025464288773946464,0.0007103262669192403,2.3080824362864405e-08,1.989263409996056e-06,5.137582775205374e-06
model.layers.15.self_attn.v_proj.lora_B.weight,lora_B,16384,0.28316858410835266,0.2831709682941437,0.00025442856713198125,0.0008985056302524922,-1.2450249720075135e-08,1.9876840724464273e-06,5.291774868965149e-06
model.layers.16.self_attn.v_proj.lora_B.weight,lora_B,16384,0.2855716347694397,0.28557345271110535,0.0002542420697864145,0.0008902917476088984,2.157723244522458e-08,1.9861488453898346e-06,5.230773240327835e-06
model.layers.9.self_attn.v_proj.lora_B.weight,lora_B,16384,0.28921592235565186,0.289216011762619,0.0002540902351029217,0.000878548570332391,-5.868266761410723e-09,1.985071321541909e-06,5.1113893277943134e-06
model.layers.23.self_attn.v_proj.lora_B.weight,lora_B,16384,0.3444365859031677,0.34444311261177063,0.0002536247484385967,0.000736346714660268,1.4299523343197507e-08,1.9813912786048604e-06,5.3640687838196754e-06
model.layers.6.self_attn.v_proj.lora_B.weight,lora_B,16384,0.27625709772109985,0.27626141905784607,0.00025325582828372717,0.0009167396254173566,1.8729327422306596e-08,1.978472710106871e-06,5.411900929175317e-06
model.layers.24.self_attn.v_proj.lora_B.weight,lora_B,16384,0.3610672354698181,0.3610592782497406,0.000253235746640712,0.0007013534371547269,-4.914943119160853e-08,1.9777937723119976e-06,5.2140094339847565e-06
model.layers.19.self_attn.v_proj.lora_B.weight,lora_B,16384,0.34096676111221313,0.3409668803215027,0.00025302922585979104,0.0007420935255812762,1.9491119829240233e-10,1.9767908270296175e-06,5.366979166865349e-06
model.layers.24.self_attn.k_proj.lora_B.weight,lora_B,16384,0.38456201553344727,0.3845692574977875,0.0002527873730286956,0.0006573383818941146,6.406533525904479e-09,1.974890892597614e-06,5.212612450122833e-06
model.layers.14.self_attn.k_proj.lora_B.weight,lora_B,16384,0.32628172636032104,0.3262860178947449,0.0002523342554923147,0.0007733631248893653,-9.174823567548174e-09,1.9713397705345415e-06,5.302252247929573e-06
model.layers.22.self_attn.v_proj.lora_B.weight,lora_B,16384,0.32955628633499146,0.32955944538116455,0.00025195174384862185,0.0007645180938606488,-1.2648740721488139e-08,1.968332298929454e-06,5.3229741752147675e-06
model.layers.19.self_attn.k_proj.lora_B.weight,lora_B,16384,0.38637983798980713,0.38637956976890564,0.0002514926018193364,0.0006508947338654118,-1.1580891801088455e-09,1.9647852695925394e-06,5.113397492095828e-06
model.layers.7.self_attn.v_proj.lora_B.weight,lora_B,16384,0.30684342980384827,0.30684205889701843,0.00025119964266195893,0.0008186573941718094,1.7548120734289796e-09,1.962495616680826e-06,5.253590643405914e-06
model.layers.8.self_attn.k_proj.lora_B.weight,lora_B,16384,0.32842469215393066,0.32842522859573364,0.0002506771415937692,0.0007632712995777989,2.4308347335022518e-08,1.958264419954503e-06,5.326117388904095e-06
model.layers.25.self_attn.v_proj.lora_B.weight,lora_B,16384,0.3568258285522461,0.35682541131973267,0.00025022844783961773,0.0007012621503742393,-2.774130791749485e-08,1.9547128431440797e-06,5.196314305067062e-06
model.layers.16.self_attn.k_proj.lora_B.weight,lora_B,16384,0.3390749394893646,0.33906644582748413,0.0002498212270438671,0.0007367729016484952,-2.0293388303116444e-08,1.9516223801474553e-06,5.24462666362524e-06
model.layers.5.self_attn.v_proj.lora_B.weight,lora_B,16384,0.2721467614173889,0.27214497327804565,0.0002493558858986944,0.0009162552021563822,-3.745758814233113e-09,1.9480885384837165e-06,5.261972546577454e-06
model.layers.17.self_attn.k_proj.lora_B.weight,lora_B,16384,0.3556753098964691,0.3556807041168213,0.00024932314408943057,0.0007009852445535345,-5.132773317484407e-09,1.947830241988413e-06,5.213310942053795e-06
model.layers.5.self_attn.k_proj.lora_B.weight,lora_B,16384,0.37149256467819214,0.3714938461780548,0.0002486791054252535,0.0006694053369296191,2.211714811295451e-09,1.9428036921453895e-06,5.048234015703201e-06
model.layers.1.self_attn.k_proj.lora_B.weight,lora_B,16384,0.3206823766231537,0.32070156931877136,0.00024858597316779196,0.0007751781553618551,-1.546090189208371e-08,1.942016069733654e-06,5.13147097080946e-06
model.layers.18.self_attn.k_proj.lora_B.weight,lora_B,16384,0.3757763206958771,0.37576261162757874,0.00024852436035871506,0.0006613624826026506,1.4748595678071297e-09,1.941595883181435e-06,5.187699571251869e-06
model.layers.26.self_attn.k_proj.lora_B.weight,lora_B,16384,0.3584440350532532,0.3584589660167694,0.0002484740689396858,0.0006932018520067453,-5.391855850689353e-10,1.9412032088439446e-06,5.3729163482785225e-06
model.layers.3.self_attn.k_proj.lora_B.weight,lora_B,16384,0.32716041803359985,0.32716092467308044,0.00024830299662426114,0.0007589640523040293,2.8275546348766056e-09,1.9398648873902857e-06,5.108769983053207e-06
model.layers.27.self_attn.v_proj.lora_B.weight,lora_B,16384,0.3973007798194885,0.39728277921676636,0.00024734725593589246,0.0006225692686741601,-3.444206253533366e-09,1.9323972537677037e-06,5.259877070784569e-06
model.layers.6.self_attn.k_proj.lora_B.weight,lora_B,16384,0.31837043166160583,0.31838101148605347,0.0002457394730299711,0.0007718665070353211,2.993484571334193e-09,1.919837359309895e-06,5.100388079881668e-06
model.layers.7.self_attn.k_proj.lora_B.weight,lora_B,16384,0.31641945242881775,0.3164213299751282,0.0002457083319313824,0.0007765272648231303,-1.5346987680686652e-08,1.91953472494788e-06,5.4944539442658424e-06
model.layers.0.self_attn.k_proj.lora_B.weight,lora_B,16384,0.33717480301856995,0.33718380331993103,0.00024504598695784807,0.0007267624530779428,7.0103149951705745e-09,1.9144085854350124e-06,5.2787072490900755e-06
model.layers.22.self_attn.k_proj.lora_B.weight,lora_B,16384,0.38876965641975403,0.3887663781642914,0.00024263866362161934,0.0006241193457743594,-8.578330934483347e-09,1.8955952327814884e-06,5.309440894052386e-06
model.layers.0.self_attn.v_proj.lora_B.weight,lora_B,16384,0.29911187291145325,0.29911327362060547,0.00023520021932199597,0.0007863285968311355,-8.307842414012612e-09,1.8374829551248695e-06,5.037989467382431e-06
model.layers.4.self_attn.v_proj.lora_B.weight,lora_B,16384,0.2795524299144745,0.2795460820198059,0.00023503015108872205,0.0008407372855268206,-6.056366075313235e-09,1.836162482504733e-06,5.1711685955524445e-06
model.layers.2.self_attn.k_proj.lora_B.weight,lora_B,16384,0.31512451171875,0.31512001156806946,0.00023388577392324805,0.0007422011466121434,-4.063264835707514e-09,1.8272281749887043e-06,5.2924733608961105e-06
model.layers.4.self_attn.k_proj.lora_B.weight,lora_B,16384,0.3191940188407898,0.31919097900390625,0.00022889555839356035,0.0007171047854368811,-1.0504413339162966e-08,1.7882152860693168e-06,5.213660188019276e-06
model.layers.1.self_attn.v_proj.lora_B.weight,lora_B,16384,0.276555597782135,0.2765601873397827,0.00022541593352798373,0.0008150836046557333,-2.723800385240338e-08,1.7608514326639124e-06,5.094101652503014e-06
model.layers.2.self_attn.v_proj.lora_B.weight,lora_B,16384,0.2689577043056488,0.2689659297466278,0.00021892155928071588,0.0008139627747265761,-6.051166234755101e-10,1.710324227133242e-06,5.387002602219582e-06
model.layers.3.self_attn.v_proj.lora_B.weight,lora_B,16384,0.29932963848114014,0.2993384599685669,0.00021671660942956805,0.0007240065184631649,7.427173098761841e-09,1.6930816855165176e-06,5.267676897346973e-06
