reward_call_index,case_id,max_correct_reward,max_wrong_reward,mean_correct_reward,mean_wrong_reward
22,sc_1974_insc_251,0.4808269230769231,0.06775,0.44727257826207406,0.06775
22,sc_1977_insc_35,0.6166666666666668,0.14883695652173914,0.5451427527151211,0.119722049689441
22,sc_1983_insc_57,0.47274999999999995,0.11,0.41274999999999995,0.0685
22,sc_1990_insc_261,0.54775,0.13346428571428573,0.5141261904761905,0.12632142857142858
22,sc_2001_insc_37,0.5545454545454546,0.10775000000000001,0.4887234848484849,0.07775000000000001
22,sc_2006_insc_486,0.6568409090909091,0.2545454545454545,0.5530454545454545,0.14492727272727274
22,sc_2009_insc_531,0.55775,0.26441666666666663,0.5538749999999999,0.16294444444444442
22,sc_2015_insc_193,0.5644166666666666,0.11441666666666667,0.4985,0.08775000000000001
22,sc_2018_insc_239,0.5644166666666666,0.14775,0.49153333333333327,0.11441666666666667
22,sc_2022_insc_586,0.4834642857142857,0.11182894736842104,0.44060714285714286,0.08251315789473684
23,in_abs_train_673,0.6128205128205128,0.2589038461538461,0.5231255489608431,0.19433974160514408
23,sc_1969_insc_107,0.39775,0.05,0.39775,0.04820000000000001
23,sc_1973_insc_253,0.7177499999999999,0.26454545454545453,0.6280375874125873,0.24034965034965033
23,sc_1978_insc_196,0.39999999999999997,0.12275,0.3982,0.07350000000000001
23,sc_2001_insc_259,0.5327499999999998,0.17729545454545453,0.4645568181818182,0.15002272727272725
23,sc_2004_insc_4,0.6077499999999999,0.10441666666666667,0.5283382997936016,0.104
23,sc_2004_insc_507,0.44775,0.09390384615384616,0.4082,0.06388461538461539
23,sc_2005_insc_112,0.49774999999999997,0.12275,0.42766666666666664,0.12275
23,sc_2007_insc_1085,0.39999999999999997,0.05,0.39924999999999994,0.047650000000000005
23,sc_2010_insc_231,0.49999999999999994,0.15,0.44999999999999996,0.07443749999999999
23,sc_2012_insc_457,0.6577047511312216,0.3255909090909091,0.5459470382558617,0.18183516746411482
23,sc_2022_insc_1260,0.39775,0.24775,0.39775,0.118074784144427
24,in_abs_train_428,0.54775,0.2,0.47387499999999994,0.123125
24,in_abs_train_6567,0.49774999999999997,0.2357142857142857,0.4750151515151515,0.10124285714285715
24,sc_1959_insc_64,0.49774999999999997,0.14775,0.42275,0.0733125
24,sc_1996_insc_164,0.54775,0.2,0.47387499999999994,0.11516666666666668
24,sc_1999_insc_169,0.39999999999999997,0.05,0.3985,0.04910000000000001
24,sc_2000_insc_424,0.4730441176470588,0.10825420168067228,0.4608200280112045,0.08158473389355743
24,sc_2009_insc_1240,0.4461538461538461,0.16775,0.4461538461538461,0.1377867965367965
24,sc_2011_insc_682,0.5499999999999999,0.1847954545454545,0.5113749999999999,0.10497007575757573
24,sc_2012_insc_283,0.49774999999999997,0.04775000000000001,0.42387499999999995,0.043375000000000004
24,sc_2014_insc_60,0.39775,0.04775000000000001,0.39775,0.04775000000000001
24,sc_2015_insc_21,0.5068409090909091,0.1568409090909091,0.4712272727272728,0.10183636363636364
24,sc_2021_insc_675,0.431578947368421,0.05,0.4090263157894736,0.048650000000000006
25,in_abs_train_420,0.7499999999999999,0.27275,0.64865,0.24775
25,in_abs_train_5435,0.56,0.2714285714285714,0.5009285714285714,0.21316071428571431
25,sc_1967_insc_66,0.6166666666666667,0.26441666666666663,0.5388666666666666,0.21219444444444444
25,sc_1976_insc_80,0.49005769230769225,0.04775000000000001,0.443179945054945,0.04775000000000001
25,sc_1994_insc_140,0.39775,0.14775,0.39775,0.06479166666666668
25,sc_1994_insc_497,0.39999999999999997,0.04775000000000001,0.39924999999999994,0.04775000000000001
25,sc_1995_insc_897,0.5666666666666667,0.21441666666666667,0.48486666666666667,0.12552777777777777
25,sc_2000_insc_507,0.54775,0.04775000000000001,0.429345238095238,0.04775000000000001
25,sc_2006_insc_233,0.5310833333333334,0.27275,0.45497222222222217,0.19358333333333333
25,sc_2012_insc_141,0.48974358974358967,0.07275000000000001,0.4325608974358974,0.0545625
25,sc_2019_insc_871,0.5295454545454544,0.15,0.45430086580086576,0.10924895104895105
25,sc_2024_insc_186,0.6011363636363636,0.18051948051948052,0.5185433830875007,0.15241396103896104
26,in_abs_train_6445,0.39999999999999997,0.05,0.397625,0.04943750000000001
26,in_abs_train_687,0.4749999999999999,0.12275,0.4358125,0.0670625
26,sc_1959_1_1287_1309_en,0.55275,0.17265384615384616,0.49751018099547506,0.15176696832579184
26,sc_1968_insc_191,0.49999999999999994,0.15,0.44864999999999994,0.10758333333333332
26,sc_1992_insc_151,0.66775,0.26,0.5624935897435897,0.155
26,sc_2002_insc_295,0.6120357142857142,0.36428571428571427,0.5016285714285714,0.19369444444444447
26,sc_2005_insc_44,0.4461538461538461,0.2545454545454545,0.41388461538461535,0.15757062937062935
26,sc_2008_insc_725,0.570826923076923,0.28275,0.5001000499500499,0.23221794871794874
26,sc_2009_insc_862,0.66775,0.11666666666666667,0.49099999999999994,0.08333333333333334
26,sc_2013_insc_361,0.4461538461538461,0.05,0.4098509615384615,0.048875
26,sc_2018_insc_1100,0.49999999999999994,0.1272125,0.42387499999999995,0.08540729166666668
26,sc_2020_insc_208,0.5644166666666666,0.2833333333333333,0.5088611111111111,0.17988333333333334
27,in_abs_train_1667,0.5928571428571429,0.12275,0.47124007936507933,0.08525
27,sc_1953_insc_57,0.39999999999999997,0.125,0.3985,0.0761
27,sc_1964_insc_110,0.5552499999999999,0.15275,0.5188484848484848,0.15195833333333333
27,sc_1970_insc_180,0.5727499999999999,0.15,0.4863749999999999,0.06554166666666666
27,sc_1974_insc_126,0.5327499999999998,0.125,0.5038749999999999,0.073
